id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts,base name,dosage form
source_6-75843,dolokim capsule 10,source_6,True,145.61,128.08,kim,10 capsules,strip,piroxicam 20.0 mg,dolokim,capsule
source_6-75844,dolokind 100 mg strip of 10 tablets,source_6,True,38.8,34.14,mankind,10 tablets,strip,aceclofenac 100.0 mg,dolokind,tablet
source_7-90455,dolokind 100 mg tablet,source_7,True,38.8,30.6,mankind,10 tablets,strip,aceclofenac 100.0 mg,dolokind,tablet
source_6-75845,dolokind aa strip of 10 tablets,source_6,True,104.5,91.96,mankind,10 tablets,strip,aceclofenac 100.0 mg/serratiopeptidase 15.0 mg/paracetamol/acetaminophen 325.0 mg,dolokind,tablet
source_7-90456,dolokind aa tablet,source_7,True,114.95,92.7,mankind,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolokind,tablet
source_1-65158,dolokindaa tablet 10's,source_1,True,114.5,100.8,mankind,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolokind,tablet
source_6-75846,dolokind aq ampoule of 1 ml injection,source_6,True,32.89,28.94,mankind,1 ml,ampoule,diclofenac sodium 75.0 mg/ml,dolokind,injection
source_7-90457,dolokind aqua 75 mg injection,source_7,True,36.17,25.38,mankind,1 ml,vial,diclofenac 75.0 mg,dolokind,injection
source_1-65159,dolokind aqua injection 1's,source_1,True,36.0,31.7,mankind,1 ml,vial,diclofenac 75.0 mg,dolokind,injection
source_6-75847,dolokind eye drops 5 ml,source_6,True,54.57,48.02,mankind,5.0 ml,bottle,carmellose/flurbiprofen,dolokind,eye drop
source_1-65160,dolokind eye drops 5 ml,source_1,True,60.5,53.24,mankind,5.0 ml,bottle,flurbiprofen 0.0 mg/5 ml/hypromellose 0.2 % w/v,dolokind,eye drop
source_2-39664,dolokind gel,source_2,True,93.17,76.4,mankind,Unknown,tube,piroxicam 20.0 mg,dolokind,gel
source_6-75848,dolokind gel 15 gm,source_6,False,84.7,74.54,mankind,15.0 g,tube,methylsalicylate 5.0 %/menthol 5.0 %/capsaicin 0.0 %/diclofenac 1.2 %,dolokind,gel
source_1-65161,dolokind gel 20 gm,source_1,False,93.0,81.8,mankind,20.0 g,tube,capsaicin 0.0 %w/w/diclofenac 1.0 %w/w/menthol 5.0 %w/w/methyl salicylate 5.0 %w/w,dolokind,gel
source_6-75849,dolokind gel 30 gm,source_6,False,39.99,35.19,mankind,30.0 g,tube,methylsalicylate 5.0 %/menthol 5.0 %/capsaicin 0.0 %/diclofenac 1.2 %,dolokind,gel
source_7-90458,dolokind m tablet,source_7,True,38.1,36.9,mankind,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/chlorzoxazone 250.0 mg,dolokind,tablet
source_6-75850,dolokind mr strip of 10 tablets,source_6,True,82.5,70.95,mankind,10 tablets,strip,chlorzoxazone 250.0 mg/aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolokind,tablet
source_2-39666,dolokindmr tablet,source_2,True,82.5,67.65,mankind,Unknown,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/chlorzoxazon,dolokind,tablet
source_1-65162,dolokindmr tablet 10's,source_1,True,82.5,72.6,mankind,10 tablets,strip,aceclofenac 100.0 mg/chlorzoxazone 250.0 mg/paracetamol 325.0 mg,dolokind,tablet
source_6-75851,dolokind ortho tablets,source_6,True,38.8,34.14,mankind,10 tablets,strip,aceclofenac/glucosamine/methyl sulfonylmethane,dolokind,tablet
source_6-75852,dolokind plus strip of 10 tablets,source_6,True,75.3,66.26,mankind,10 tablets,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolokind,tablet
source_6-75853,dolokind plus strip of 15 tablets,source_6,True,75.3,66.26,mankind,15 tablets,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolokind,tablet
source_2-39667,dolokind plus tablet,source_2,True,75.3,61.75,mankind,Unknown,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolokind,tablet
source_1-65163,dolokind plus tablet 15's,source_1,True,75.0,66.0,mankind,15 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolokind,tablet
source_2-39668,dolokind spas 10 mg/500 mg tablet,source_2,True,25.0,20.5,mankind,Unknown,strip,hyoscine butylbromide 10.0 mg/paracetamol/acetaminoph,dolokind,tablet
source_6-75854,dolokind spas h 10 mg tablet 10,source_6,True,33.33,29.33,mankind,30 tablets,strip,hyoscyamine/paracetamol,dolokind,tablet
source_2-39669,dolokind spas h tablet,source_2,True,33.33,27.33,mankind,Unknown,strip,hyoscyamine 10.0 mg/paracetamol/acetaminophen na,dolokind,tablet
source_3-2156,dolokind spas inj 1 ml,source_3,True,10.33,8.78,mankind,1 ml,vial,hyoscine butylbromide 20.0 mg/ml,dolokind,injection
source_6-75855,dolokind spas injection,source_6,True,10.33,9.09,mankind,1 ml,ampoule,butylscopolamine 20.0 mg,dolokind,injection
source_6-75856,dolokind spas injection 2 ml,source_6,True,10.99,10.99,mankind,2 ml,vial,scopolamine 20.0 mg,dolokind,injection
source_6-75857,dolokind spas rf strip of 10 tablets,source_6,True,25.0,25.0,mankind,10 tablets,strip,hyoscine 10.0 mg/paracetamol/acetaminophen 500.0 mg,dolokind,tablet
source_2-39670,dolokind spas rf tablet,source_2,True,45.0,36.9,mankind,Unknown,strip,hyoscine butylbromide 10.0 mg/paracetamol/acetaminoph,dolokind,tablet
source_1-65164,dolokind spas rf tablet 10's,source_1,True,25.0,22.0,mankind,10 tablets,strip,hyoscine butylbromide 10.0 mg/paracetamol 500.0 mg,dolokind,tablet
source_3-2157,dolokind spas tab 1 x10,source_3,True,25.0,21.25,mankind,10 tablets,strip,hyoscine butylbromide 10.0 mg/paracetamol/acetaminophen 500.0 mg,dolokind,tablet
source_1-65165,dolokind spas tablet 10's,source_1,True,27.5,24.2,mankind,10 tablets,strip,hyoscine butylbromide 10.0 mg/paracetamol 500.0 mg,dolokind,tablet
source_6-75858,dolokind sr 200 mg strip of 10 tablets,source_6,True,69.49,61.15,mankind,10 tablets,strip,aceclofenac 200.0 mg,dolokind,tablet
source_3-2158,dolokind sr tab 1 x10,source_3,True,47.48,40.36,mankind,10 tablets,strip,aceclofenac 200.0 mg sustained release,dolokind,tablet
source_2-39671,dolokind sr tablet,source_2,True,47.48,38.93,mankind,Unknown,strip,aceclofenac 200.0 mg,dolokind,tablet
source_1-65166,dolokind sr tablet 10's,source_1,True,69.0,60.7,mankind,10 tablets,strip,aceclofenac 200.0 mg,dolokind,tablet
source_1-65167,dolokind tablet 10's,source_1,True,38.5,33.9,mankind,10 tablets,strip,aceclofenac 100.0 mg,dolokind,tablet
source_6-75859,dolokind tube of 20 gm gel,source_6,False,93.17,85.72,mankind,20.0 g,tube,capsaicin 0.0 %w/w/menthol 5.0 %w/w/diclofenac sodium 1.0 %w/w/methyl salicylate 5.0 %w/w,dolokind,gel
source_6-75860,dolokoff dx syrup 100 ml,source_6,True,90.0,90.0,micro,100.0 ml,bottle,dextromethorphan,dolokoff,syrup
source_1-65168,dolokoffdx syrup 100 ml,source_1,True,82.55,72.64,micro,100.0 ml,bottle,dexchlorpheniramine 4.0 mg/dextromethorphan 10.0 mg,dolokoff,syrup
source_6-75861,dolokoff syrup 100 ml,source_6,True,69.5,61.16,micro,100.0 ml,bottle,chlorpheniramine/codeine,dolokoff,syrup
source_6-75862,dolokoff syrup 60 ml,source_6,True,40.88,35.97,micro,60.0 ml,bottle,chlorpheniramine/codeine,dolokoff,syrup
source_7-90462,dololax 100 mg tablet,source_7,True,28.0,24.39,alpa,10 tablets,strip,aceclofenac 100.0 mg,dololax,tablet
source_6-75863,dololax tablet,source_6,True,9.4,8.27,helax,10 tablets,strip,aceclofenac 100.0 mg,dololax,tablet
source_7-90463,dololsac 50 mg capsule dr,source_7,True,145.61,128.08,sac,Unknown,strip,diacerein 50.0 mg,dololsac,capsule
source_6-75864,dololsac dr capsules,source_6,True,115.0,101.2,cipla,10 capsules,strip,diacerein,dololsac,capsule
source_6-75865,dololup 20 mg injection 2 ml,source_6,True,8.0,7.04,lupin,2 ml,vial,piroxicam 20.0 mg,dololup,injection
source_7-90464,dololup 20 mg tablet dt,source_7,True,6.37,6.2,lupin,10 tablets,strip,piroxicam 20.0 mg,dololup,tablet
source_6-75866,dololup dt 20 mg strip of 10 tablets,source_6,True,6.37,5.61,lupin,10 tablets,strip,piroxicam 20.0 mg,dololup,tablet
source_7-90465,dolomade sp 100 mg/325 mg/15 mg tablet,source_7,True,99.0,86.4,madeinn,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolomade,tablet
source_7-90466,dolomade th 4 mg/100 mg/325 mg tablet,source_7,True,149.0,144.0,madeinn,10 tablets,strip,thiocolchicoside 4.0 mg/aceclofenac 100.0 mg/paracetamol 325.0 mg,dolomade,tablet
source_6-75867,dolomark ds bottle of 60 ml suspension,source_6,False,39.6,34.85,unimarck,60.0 ml,bottle,paracetamol/acetaminophen 250.0 mg,dolomark,suspension
source_7-90467,dolomark oral suspension,source_7,True,34.51,33.5,mcw,60.0 ml,bottle,ibuprofen 100.0 mg/paracetamol 125.0 mg,dolomark,suspension
source_7-90468,dolomas 100 mg/325 mg/250 mg tablet mr,source_7,True,74.0,71.7,mas,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/chlorzoxazone 250.0 mg,doloma,tablet
source_7-90469,dolomas 200 mg tablet sr,source_7,True,52.0,45.36,mas,10 tablets,strip,aceclofenac 200.0 mg,doloma,tablet
source_7-90470,dolomas p 100 mg/325 mg tablet,source_7,True,43.0,37.53,mas,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,doloma,tablet
source_7-90471,dolomas sp 100 mg/325 mg/10 mg tablet,source_7,True,93.0,81.18,mas,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 10.0 mg,doloma,tablet
source_7-90472,dolomax 650 mg tablet,source_7,True,126.0,122.0,arist,10 tablets,strip,doxofylline 650.0 mg,dolomax,tablet
source_7-90473,dolomec 90 tablet,source_7,True,114.0,111.0,mcw,10 tablets,strip,etoricoxib 90.0 mg,dolomec,tablet
source_7-90474,dolomec ace tablet,source_7,True,31.5,30.5,mcw,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolomec,tablet
source_6-75868,dolomec ace tablets,source_6,True,33.85,29.79,mcw,10 tablets,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolomec,tablet
source_2-39675,dolomec dp 25 mg injection,source_2,True,14.4,11.81,mcw,Unknown,vial,diclofenac 25.0 mg,dolomec,injection
source_6-75869,dolomec mf plus suspension 60 ml,source_6,True,37.0,31.45,mcw,60.0 ml,bottle,mefenamic acid/paracetamol,dolomec,suspension
source_2-39676,dolomec mf plus syrup,source_2,True,37.99,31.15,mcw,Unknown,bottle,mefenamic acid 100.0 mg/paracetamol/acetaminophen 125.0,dolomec,syrup
source_6-75870,dolomec mf suspension 60 ml,source_6,True,29.11,25.62,mcw,60.0 ml,bottle,mefenamic acid/paracetamol,dolomec,suspension
source_7-90476,dolomec mf syrup,source_7,True,28.35,27.5,mcw,60.0 ml,bottle,mefenamic acid 50.0 mg/5 ml/paracetamol 125.0 mg/5 ml,dolomec,syrup
source_7-90477,dolomec mr tablet,source_7,True,212.0,206.0,mcw,10 tablets,strip,etoricoxib 60.0 mg/thiocolchicoside 4.0 mg,dolomec,tablet
source_6-75871,dolomec relief gel 30 gm,source_6,True,62.0,54.56,mcw,30.0 g,tube,piroxicam 20.0 mg,dolomec,gel
source_1-65176,dolomec sp tablet,source_1,True,69.8,61.42,mcw,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolomec,tablet
source_6-75872,dolomec sp tablets,source_6,True,69.8,61.42,mcw,10 tablets,strip,aceclofenac/paracetamol/serratiopeptidase,dolomec,tablet
source_6-75873,dolomec strip of 10 tablets,source_6,True,11.25,9.9,mcw,10 tablets,strip,ibuprofen 400.0 mg/methionine 50.0 mg/paracetamol/acetaminophen 500.0 mg,dolomec,tablet
source_1-65177,dolomec suspension,source_1,True,20.4,17.95,mcw,60.0 ml,bottle,ibuprofen 100.0 mg/paracetamol 162.5 mg,dolomec,suspension
source_6-75874,dolomec suspension 60 ml,source_6,True,20.4,20.4,mcw,60.0 ml,bottle,piroxicam 20.0 mg,dolomec,suspension
source_2-39680,dolomec tablet,source_2,True,8.43,6.91,mcw,Unknown,strip,ibuprofen 400.0 mg/methionine 50.0 mg/paracetamol/acetam,dolomec,tablet
source_7-90481,dolomed 100 mg/125 mg suspension,source_7,True,10.96,10.6,comed chemicals,60.0 ml,bottle,ibuprofen 100.0 mg/paracetamol 125.0 mg,dolomed,suspension
source_7-90482,dolomed 100 mg/125 mg syrup,source_7,True,10.96,10.6,comed chemicals,50.0 ml,bottle,ibuprofen 100.0 mg/paracetamol 125.0 mg,dolomed,syrup
source_6-75875,dolomed 100 mg suspension 60 ml,source_6,True,10.96,9.64,comed chemicals,60.0 ml,bottle,ibuprofen/paracetamol,dolomed,suspension
source_6-75876,dolomed 400/325 mg strip of 10 tablets,source_6,True,14.5,14.5,comed chemicals,10 tablets,strip,ibuprofen 400.0 mg/paracetamol/acetaminophen 325.0 mg,dolomed,tablet
source_7-90483,dolomed 400 mg/325 mg tablet,source_7,True,14.5,14.1,comed chemicals,10 tablets,strip,ibuprofen 400.0 mg/paracetamol 325.0 mg,dolomed,tablet
source_6-75877,dolomed 600 mg tablet,source_6,True,15.9,15.9,comed chemicals,10 tablets,strip,ibuprofen 600.0 mg/paracetamol/acetaminophen 325.0 mg,dolomed,tablet
source_6-75878,dolomed 650 mg strip of 10 tablets,source_6,False,14.5,14.5,comed chemicals,10 tablets,strip,paracetamol/acetaminophen 650.0 mg,dolomed,tablet
source_6-75879,dolomed 650 mg strip of 15 tablets,source_6,False,30.8,27.1,comed chemicals,15 tablets,strip,paracetamol/acetaminophen 650.0 mg,dolomed,tablet
source_7-90484,dolomed 650 mg tablet,source_7,False,33.5,24.93,comed chemicals,15 tablets,strip,paracetamol 650.0 mg,dolomed,tablet
source_1-65178,dolomed650 tablet 15's,source_1,False,33.5,29.5,comed chemicals,15 tablets,strip,paracetamol 650.0 mg,dolomed,tablet
source_6-75880,dolomed d tablet,source_6,True,14.5,12.76,comed chemicals,10 tablets,strip,ibuprofen 400.0 mg/paracetamol/acetaminophen 500.0 mg,dolomed,tablet
source_6-75881,dolomed gel 30 gm,source_6,False,31.5,27.72,comed chemicals,30.0 g,tube,pain relif,dolomed,gel
source_1-65179,dolomedibu tablet 10's,source_1,True,17.0,14.9,comed chemicals,10 tablets,strip,ibuprofen 400.0 mg/paracetamol 325.0 mg,dolomed,tablet
source_6-75882,dolomed mr strip of 10 tablets,source_6,True,18.15,18.15,comed chemicals,10 tablets,strip,chlorzoxazone 250.0 mg/ibuprofen 400.0 mg/paracetamol/acetaminophen 325.0 mg,dolomed,tablet
source_7-90486,dolomed mr tablet,source_7,True,24.05,23.0,comed chemicals,10 tablets,strip,ibuprofen 400.0 mg/paracetamol 325.0 mg/chlorzoxazone 250.0 mg,dolomed,tablet
source_1-65180,dolomed mr tablet 10's,source_1,True,24.0,21.1,comed chemicals,10 tablets,strip,chlorzoxazone 250.0 mg/ibuprofen 400.0 mg/paracetamol 325.0 mg,dolomed,tablet
source_6-75883,dolomed strip of 10 tablets,source_6,True,15.9,15.9,comed chemicals,10 tablets,strip,ibuprofen 400.0 mg/paracetamol/acetaminophen 500.0 mg,dolomed,tablet
source_6-75884,dolomed strip of 20 tablets,source_6,True,15.08,13.27,comed chemicals,20 tablets,strip,ibuprofen/paracetamol,dolomed,tablet
source_6-75885,dolomed t 100 mg injection,source_6,True,15.0,13.2,comed chemicals,2 ml,vial,tramadol 100.0 mg,dolomed,injection
source_7-90487,dolomed t 100 mg tablet sr,source_7,True,145.61,128.08,comed chemicals,Unknown,strip,tramadol 100.0 mg,dolomed,tablet
source_6-75886,dolomed t 375 mg capsule 10,source_6,True,100.0,88.0,comed chemicals,10 capsules,strip,piroxicam 20.0 mg,dolomed,capsule
source_6-75887,dolomed t 50 mg injection,source_6,True,12.0,10.56,comed chemicals,1 ml,vial,tramadol 50.0 mg,dolomed,injection
source_6-75888,dolomed t sr 100 mg tablets,source_6,True,100.0,88.0,comed chemicals,10 tablets,strip,tramadol 50.0 mg,dolomed,tablet
source_1-65181,dolomedt tablet 10's,source_1,True,53.5,47.1,comed chemicals,10 tablets,strip,paracetamol 325.0 mg/tramadol 37.5 mg,dolomed,tablet
source_1-65182,dolomed tablet 10's,source_1,True,15.5,13.6,comed chemicals,10 tablets,strip,ibuprofen 400.0 mg/paracetamol 325.0 mg,dolomed,tablet
source_7-90488,dolomeg 200 mg/325 mg tablet,source_7,True,48.0,46.5,egzeon,10 tablets,strip,diclofenac 200.0 mg/paracetamol 325.0 mg,dolomeg,tablet
source_7-90489,dolomeg mr 250 mg/200 mg/325 mg tablet,source_7,True,55.0,53.3,egzeon,10 tablets,strip,chlorzoxazone 250.0 mg/diclofenac 200.0 mg/paracetamol 325.0 mg,dolomeg,tablet
source_7-90490,dolomeg sp 200 mg/325 mg/10 mg tablet,source_7,True,75.0,72.7,egzeon,10 tablets,strip,diclofenac 200.0 mg/paracetamol 325.0 mg/serratiopeptidase 10.0 mg,dolomeg,tablet
source_7-90491,dolomeg th 4 mg/200 mg tablet,source_7,True,182.0,176.0,egzeon,10 tablets,strip,thiocolchicoside 4.0 mg/diclofenac 200.0 mg,dolomeg,tablet
source_7-90492,dolomet 500 mg tablet,source_7,False,7.0,5.3,symet,10 tablets,strip,paracetamol 500.0 mg,dolomet,tablet
source_1-65184,dolomide tablet 10's,source_1,True,52.0,45.8,ranbaxy,10 tablets,strip,nimesulide 100.0 mg/paracetamol 500.0 mg,dolomide,tablet
source_6-75889,dolomine 500 mg tablets,source_6,False,74.5,65.56,cassel research,10 tablets,strip,paracetamol/acetaminophen 500.0 mg,dolomine,tablet
source_6-75890,dolomine 650 mg tablet,source_6,False,18.0,15.3,cassel research,10 tablets,strip,paracetamol/acetaminophen 650.0 mg,dolomine,tablet
source_1-65185,dolomine 650 mg tablet 10's,source_1,False,18.0,15.84,cassel research,10 tablets,strip,paracetamol 650.0 mg,dolomine,tablet
source_6-75891,dolomine plus tablets,source_6,True,20.79,17.67,cassel research,10 tablets,strip,aceclofenac/paracetamol,dolomine,tablet
source_2-39682,dolomine tablet,source_2,True,57.0,46.74,axon,Unknown,strip,doxylamine na/vitamin b 6.0 pyridoxine na,dolomine,tablet
source_1-65186,dolomol 125 mg oral suspension,source_1,False,21.25,18.7,micro,60.0 ml,bottle,piroxicam 20.0 mg,dolomol,suspension
source_6-75892,dolomol 125 mg syrup 60 ml,source_6,False,13.75,13.75,micro,60.0 ml,bottle,paracetamol/acetaminophen 125.0 mg,dolomol,syrup
source_2-39683,dolomol 250 mg/5 ml syrup,source_2,True,29.55,24.23,micro,Unknown,bottle,paracetamol/acetaminophen 250.0 mg/5 ml,dolomol,syrup
source_6-75893,dolomol 250 mg bottle of 60 ml suspension,source_6,False,37.71,32.05,micro,60.0 ml,bottle,paracetamol/acetaminophen 250.0 mg/5 ml,dolomol,suspension
source_6-75894,dolomol 500 mg tablet,source_6,False,9.96,9.96,micro,10 tablets,strip,paracetamol/acetaminophen 500.0 mg,dolomol,tablet
source_6-75895,dolomol 650 mg tablet 10,source_6,False,2.0,2.0,pangea,10 tablets,strip,piroxicam 20.0 mg,dolomol,tablet
source_2-39684,dolomol iv 100 ml,source_2,True,279.0,228.78,micro,Unknown,bottle,piroxicam 20.0 mg,dolomol,infusion
source_7-90494,dolomonsp tablet,source_7,True,119.0,115.0,md,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolomon,tablet
source_1-65189,dolomon th 4 tablet,source_1,True,175.0,154.0,md,10 tablets,strip,aceclofenac 100.0 mg/thiocolchicoside 4.0 mg,dolomon,tablet
source_1-65190,dolomor cold ds suspension 60 ml,source_1,True,90.0,79.2,unipark,60.0 ml,bottle,chlorpheniramine 2.0 mg/paracetamol 250.0 mg/phenylephrine 5.0 mg,dolomor,suspension
source_1-65191,dolomor cold susension 60 ml,source_1,True,75.0,66.0,unipark,60.0 ml,bottle,chlorpheniramine 1.0 mg/paracetamol 125.0 mg/phenylephrine 2.5 mg,dolomor,suspension
source_1-65192,dolomor gel 30 gm,source_1,False,99.0,87.1,unipark,30.0 g,tube,diclofenac 1.0 %w/w/linseed oil 3.0 %w/w/menthol 5.0 %w/w/methyl salicylate 10.0 %w/w,dolomor,gel
source_1-65193,dolomor gel 50 gm,source_1,False,170.0,149.6,unipark,50.0 g,tube,diclofenac 1.0 %w/w/linseed oil 3.0 %w/w/menthol 5.0 %w/w/methyl salicylate 10.0 %w/w,dolomor,gel
source_1-65194,dolomor mr tablet 10's,source_1,True,91.0,80.1,unipark,10 tablets,strip,chlorzoxazone 250.0 mg/diclofenac 50.0 mg/paracetamol 325.0 mg,dolomor,tablet
source_1-65195,dolomorp tablet 10's,source_1,True,50.0,44.0,unipark,10 tablets,strip,diclofenac 50.0 mg/paracetamol 325.0 mg,dolomor,tablet
source_1-65196,dolomor plus tablet 10's,source_1,True,69.0,60.7,unipark,10 tablets,strip,caffeine 30.0 mg/diphenhydramine 25.0 mg/paracetamol 325.0 mg/phenylephrine 5.0 mg,dolomor,tablet
source_1-65197,dolomorsp tablet 10's,source_1,True,81.0,71.3,unipark,10 tablets,strip,diclofenac 50.0 mg/paracetamol 325.0 mg/serratiopeptidase 10.0 mg,dolomor,tablet
source_1-65198,dolomort tablet 10's,source_1,True,149.0,131.1,unipark,10 tablets,strip,diclofenac 50.0 mg/tolperisone 150.0 mg,dolomor,tablet
source_6-75896,dolona injection,source_6,True,5.16,4.54,agron remedies,3 ml,vial,diclofenac 75.0 mg,dolona,injection
source_6-75897,dolona p tablets,source_6,True,104.0,91.52,agron remedies,10 tablets,strip,diclofenac potassium/paracetamol,dolona,tablet
source_1-65199,dolonac gel 30 gm,source_1,False,149.5,131.6,sumac,30.0 g,tube,diclofenac sodium 1.0 %w/w/linseed oil 3.0 %w/w%methyl salicylate/menthol 5.0 %w/w,dolonac,gel
source_7-90496,dolonacp tablet,source_7,True,45.0,43.6,baroque,10 tablets,strip,diclofenac 50.0 mg/paracetamol 325.0 mg,dolonac,tablet
source_1-65201,dolonac pc tablet,source_1,True,52.0,45.76,baroque,10 tablets,strip,chlorzoxazone 500.0 mg/diclofenac 50.0 mg/paracetamol 325.0 mg,dolonac,tablet
source_1-65202,dolonar 20 mg tablet dt,source_1,True,47.0,41.36,zennar,10 tablets,strip,piroxicam 20.0 mg,dolonar,tablet
source_7-90499,dolonase 50 mg/10 mg tablet,source_7,True,53.93,52.3,profess,10 tablets,strip,diclofenac 50.0 mg/serratiopeptidase 10.0 mg,dolonase,tablet
source_7-90500,dolonase a tablet,source_7,True,30.75,29.8,profess,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolonase,tablet
source_6-75898,dolonase a tablet 10,source_6,True,35.0,30.8,profess,10 tablets,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolonase,tablet
source_6-75899,dolonase sp tablet 10,source_6,True,82.0,82.0,profess,10 tablets,strip,diclofenac 50.0 mg/serratiopeptidase 10.0 mg,dolonase,tablet
source_6-75900,dolonase spray 60 ml,source_6,True,175.0,154.0,profess,60.0 g,bottle,piroxicam 20.0 mg,dolonase,spray
source_6-75901,dolonase strip of 10 tablets,source_6,True,64.0,64.0,profess,10 tablets,strip,diclofenac 50.0 mg/serratiopeptidase 10.0 mg,dolonase,tablet
source_1-65203,dolonase tablet 10's,source_1,True,64.0,56.3,profess,10 tablets,strip,diclofenac 50.0 mg/serratiopeptidase 10.0 mg,dolonase,tablet
source_7-90501,dolonat tablet,source_7,True,145.61,128.08,pfizer,Unknown,strip,tramadol 37.5 mg/paracetamol 325.0 mg,dolonat,tablet
source_1-65204,dolonat tablet,source_1,True,53.0,46.64,pfizer,10 tablets,strip,paracetamol 325.0 mg/tramadol 37.5 mg,dolonat,tablet
source_6-75903,dolonek excel gel,source_6,True,60.0,52.8,kentreck,30.0 g,tube,benzyl alcohol/diclofenac/menthol/methyl salicylate,dolonek,gel
source_6-75904,doloneuron 100 mg strip of 10 tablets,source_6,True,140.0,123.2,pulse,10 tablets,strip,vitamin b 12/mecobalamin/cynocobalamin/methylcobalamin 500.0 mcg/gabapentin 100.0 mg,doloneuron,tablet
source_6-75905,doloneuron 100 mg strip of 15 tablets,source_6,True,153.11,134.74,pulse,15 tablets,strip,vitamin b 12/mecobalamin/cynocobalamin/methylcobalamin 500.0 mcg/gabapentin 100.0 mg,doloneuron,tablet
source_7-90502,doloneuron 100 tablet,source_7,True,168.0,141.3,pulse,15 tablets,strip,gabapentin 100.0 mg/methylcobalamin 500.0 mcg,doloneuron,tablet
source_1-65205,doloneuron 100 tablet 15's,source_1,True,168.0,147.8,pulse,15 tablets,strip,gabapentin 100.0 mg/methylcobalamin 500.0 mcg,doloneuron,tablet
source_6-75906,doloneuron 300 mg strip of 10 tablets,source_6,True,190.32,177.0,pulse,10 tablets,strip,gabapentin 300.0 mg/vitamin b 12/mecobalamin/cynocobalamin/methylcobalamin 500.0 mcg,doloneuron,tablet
source_7-90503,doloneuron 300 tablet,source_7,True,205.5,184.5,pulse,10 tablets,strip,gabapentin 300.0 mg/methylcobalamin 500.0 mcg,doloneuron,tablet
source_1-65206,doloneuron 300 tablet 10's,source_1,True,205.5,180.8,pulse,10 tablets,strip,gabapentin 300.0 mg/methylcobalamin 500.0 mcg,doloneuron,tablet
source_6-75907,doloneuron nt 100/10 mg strip of 10 tablets,source_6,True,79.0,69.52,pulse,10 tablets,strip,nortriptyline 10.0 mg/gabapentin 100.0 mg,doloneuron,tablet
source_7-90504,doloneuron nt 100 tablet,source_7,True,95.0,85.5,pulse,10 tablets,strip,gabapentin 100.0 mg/nortriptyline 10.0 mg,doloneuron,tablet
source_1-65207,doloneuron nt 100 tablet 10's,source_1,True,95.0,83.6,pulse,10 tablets,strip,gabapentin 100.0 mg/nortriptyline 10.0 mg,doloneuron,tablet
source_7-90505,doloneuronnt 200 tablet,source_7,True,174.5,144.0,pulse,10 tablets,strip,gabapentin 200.0 mg/nortriptyline 10.0 mg,doloneuron,tablet
source_1-65208,doloneuronnt 200 tablet 10's,source_1,True,174.5,153.6,pulse,10 tablets,strip,gabapentin 200.0 mg/nortriptyline 10.0 mg,doloneuron,tablet
source_6-75908,doloneuron nt 400 mg strip of 10 tablets,source_6,True,237.0,208.56,pulse,10 tablets,strip,gabapentin 400.0 mg/nortriptyline 10.0 mg,doloneuron,tablet
source_1-65209,doloneuronnt capsule 10's,source_1,True,284.5,250.4,pulse,10 capsules,strip,gabapentin 400.0 mg/nortriptyline 10.0 mg,doloneuron,capsule
source_2-39690,doloneuron nt tablet,source_2,True,86.5,70.93,pulse,Unknown,strip,gabapentin 400.0 mg/nortriptyline 10.0 mg,doloneuron,tablet
source_6-75909,doloneuron pg 75 mg capsule,source_6,True,79.0,79.0,pulse,10 capsules,strip,vitamin b 12/mecobalamin/cynocobalamin/methylcobalamin 750.0 mcg/pregabalin 75.0 mg,doloneuron,capsule
source_2-39691,doloneuron pg 75 mg capsule,source_2,True,79.0,64.78,pulse,Unknown,strip,methylcobalamin/mecobalamin 750.0 mcg/pregabalin 75.0 mg,doloneuron,capsule
